TOPIK Level,분류,주제,단어,CEFR Level,KIIP Level
중급1,경험 말하기,실수·문제 경험,곤란하다,B1,3급
중급1,경험 말하기,실수·문제 경험,해결하다,B1,3급
중급1,경험 말하기,실수·문제 경험,도움,B1,3급
중급1,경험 말하기,느낀 점,느끼다,B1,3급
중급1,경험 말하기,느낀 점,인상적이다,B1,3급
중급1,경험 말하기,느낀 점,어렵다,B1,3급
중급1,의견 표현,의견 말하기,의견,B1,3급
중급1,의견 표현,의견 말하기,생각,B1,3급
중급1,의견 표현,의견 말하기,제 생각에는,B1,3급
중급1,의견 표현,찬성·반대,찬성,B1,3급
중급1,의견 표현,찬성·반대,반대,B1,3급
중급1,의견 표현,찬성·반대,동의하다,B1,3급
중급1,의견 표현,찬성·반대,반대하다,B1,3급
중급1,의견 표현,찬성·반대,이해하다,B1,3급
중급1,의견 표현,이유 말하기,때문이다,B1,3급
중급1,의견 표현,이유 말하기,그렇지만,B1,3급
중급1,의견 표현,장점·단점,장점,B1,3급
중급1,의견 표현,장점·단점,단점,B1,3급
중급1,의견 표현,장점·단점,좋은 점,B1,3급
중급1,의견 표현,장점·단점,나쁜 점,B1,3급
중급1,의견 표현,장점·단점,문제점,B1,3급
중급1,의견 표현,선택 표현,선택하다,B1,3급
중급1,의견 표현,선택 표현,결정하다,B1,3급
중급1,의견 표현,선택 표현,중요하다,B1,3급
중급1,의견 표현,선택 표현,필요하다,B1,3급
중급1,감정·상태,감정 표현,슬프다,B1,3급
중급1,감정·상태,감정 표현,화나다,B1,3급
중급1,감정·상태,감정 표현,걱정하다,B1,3급
중급1,감정·상태,감정 표현,만족하다,B1,3급
중급1,감정·상태,상태 설명,상태,B1,3급
중급1,감정·상태,상태 설명,상황,B1,3급
중급1,감정·상태,상태 설명,건강,B1,3급
중급1,감정·상태,상태 설명,피곤하다,B1,3급
중급1,감정·상태,상태 설명,아프다,B1,3급
중급1,감정·상태,스트레스,스트레스,B1,3급
중급1,감정·상태,스트레스,부담,B1,3급
중급1,감정·상태,기분 변화,기분,B1,3급
중급1,감정·상태,기분 변화,나아지다,B1,3급
중급1,감정·상태,기분 변화,괜찮아지다,B1,3급
중급1,감정·상태,기분 변화,우울하다,B1,3급
중급1,감정·상태,기분 변화,편안하다,B1,3급
중급1,감정·상태,공감 표현,공감하다,B1,3급
중급1,감정·상태,공감 표현,그렇구나,B1,3급
중급1,감정·상태,공감 표현,그렇다,B1,3급
중급1,관계·소통,인간관계,관계,B1,3급
중급1,관계·소통,인간관계,친해지다,B1,3급
중급1,관계·소통,인간관계,멀어지다,B1,3급
중급1,관계·소통,인간관계,유지하다,B1,3급
중급1,관계·소통,의사소통,의사소통,B1,3급
중급1,관계·소통,의사소통,표현하다,B1,3급
중급1,관계·소통,의사소통,전하다,B1,3급
중급1,관계·소통,의사소통,오해,B1,3급
중급1,관계·소통,부탁·요청,요청하다,B1,3급
중급1,관계·소통,부탁·요청,도와주다,B1,3급
중급1,관계·소통,거절 표현,거절하다,B1,3급
중급1,관계·소통,거절 표현,미안하다,B1,3급
중급1,관계·소통,거절 표현,다음에,B1,3급
중급1,일·학업,직장 생활,회사,B1,3급
중급1,일·학업,직장 생활,직장,B1,3급
중급1,일·학업,직장 생활,업무,B1,3급
중급1,일·학업,직장 생활,회의,B1,3급
중급1,일·학업,직장 생활,상사,B1,3급
중급1,일·학업,학교 생활,과제,B1,3급
중급1,일·학업,학교 생활,시험,B1,3급
중급1,일·학업,학교 생활,성적,B1,3급
중급1,일·학업,학교 생활,전공,B1,3급
중급1,일·학업,계획·목표,목표,B1,3급
중급1,일·학업,계획·목표,준비하다,B1,3급
중급1,일·학업,계획·목표,노력하다,B1,3급
중급1,일·학업,계획·목표,성공,B1,3급
중급1,일·학업,문제 해결,방법,B1,3급
중급1,일·학업,문제 해결,시도하다,B1,3급
중급1,일·학업,문제 해결,결과,B1,3급
중급1,일·학업,능력 평가,능력,B1,3급
중급1,일·학업,능력 평가,실력,B1,3급
중급1,일·학업,능력 평가,부족하다,B1,3급
중급1,일·학업,능력 평가,향상되다,B1,3급
중급1,일·학업,능력 평가,발전하다,B1,3급
중급1,사회·일상 이슈,생활 문제,물가,B1,3급
중급1,사회·일상 이슈,생활 문제,교통,B1,3급
중급1,사회·일상 이슈,생활 문제,주거,B1,3급
중급1,사회·일상 이슈,뉴스 기초,뉴스,B1,3급
중급1,사회·일상 이슈,뉴스 기초,사건,B1,3급
중급1,사회·일상 이슈,뉴스 기초,사고,B1,3급
중급1,사회·일상 이슈,뉴스 기초,이슈,B1,3급
중급1,사회·일상 이슈,공공 서비스,제도,B1,3급
중급1,사회·일상 이슈,공공 서비스,서비스,B1,3급
중급1,사회·일상 이슈,공공 서비스,신청하다,B1,3급
중급1,사회·일상 이슈,공공 서비스,절차,B1,3급
중급1,사회·일상 이슈,규칙·약속,규칙,B1,3급
중급1,사회·일상 이슈,규칙·약속,지키다,B1,3급
중급1,사회·일상 이슈,규칙·약속,어기다,B1,3급
중급1,사회·일상 이슈,규칙·약속,주의,B1,3급
중급1,사회·일상 이슈,의무·권리,의무,B1,3급
중급1,사회·일상 이슈,의무·권리,권리,B1,3급
중급1,사회·일상 이슈,의무·권리,책임,B1,3급
중급1,문법 핵심,이유·원인,덕분에,B1,3급
중급1,문법 핵심,이유·원인,탓에,B1,3급
중급1,문법 핵심,이유·원인,그러므로,B1,3급
중급1,문법 핵심,조건,만약,B1,3급
중급1,문법 핵심,조건,으면,B1,3급
중급1,문법 핵심,조건,경우,B1,3급
중급1,문법 핵심,조건,조건,B1,3급
중급1,문법 핵심,의도·계획,려고,B1,3급
중급1,문법 핵심,의도·계획,위해,B1,3급
중급1,문법 핵심,의도·계획,계획하다,B1,3급
중급1,문법 핵심,의도·계획,예정이다,B1,3급
중급1,문법 핵심,의도·계획,의도,B1,3급
중급1,문법 핵심,추측,것 같다,B1,3급
중급1,문법 핵심,추측,아마,B1,3급
중급1,문법 핵심,추측,추측하다,B1,3급
중급1,문법 핵심,추측,확실하다,B1,3급
중급1,문법 핵심,연결 표현,그래도,B1,3급
중급1,문법 핵심,연결 표현,그러나,B1,3급
중급1,문법 핵심,연결 표현,게다가,B1,3급
중급1,문법 핵심,연결 표현,반면에,B1,3급
중급1,문법 핵심,연결 표현,따라서,B1,3급
중급1,표현 확장,정도 표현,약,B1,3급
중급1,표현 확장,정도 표현,완전히,B1,3급
중급1,표현 확장,빈도·강조,특히,B1,3급
중급1,표현 확장,빈도·강조,매우,B1,3급
중급1,표현 확장,빈도·강조,상당히,B1,3급
중급1,표현 확장,순서 설명,먼저,B1,3급
중급1,표현 확장,순서 설명,그다음,B1,3급
중급1,표현 확장,순서 설명,마지막으로,B1,3급
중급1,표현 확장,순서 설명,순서,B1,3급
중급1,표현 확장,예시 들기,예를 들면,B1,3급
중급1,표현 확장,예시 들기,같은,B1,3급
중급1,표현 확장,예시 들기,등,B1,3급
중급1,표현 확장,예시 들기,포함하다,B1,3급
중급1,표현 확장,예시 들기,대표적이다,B1,3급
중급1,표현 확장,요약 표현,즉,B1,3급
중급1,표현 확장,요약 표현,요약하면,B1,3급
중급1,표현 확장,요약 표현,정리하다,B1,3급
중급1,표현 확장,요약 표현,결론,B1,3급
중급1,표현 확장,요약 표현,말하자면,B1,3급
중급2,의견 심화,의견 제시,입장,B2,4급
중급2,의견 심화,의견 제시,관점,B2,4급
중급2,의견 심화,의견 제시,제시하다,B2,4급
중급2,의견 심화,의견 제시,주장하다,B2,4급
중급2,의견 심화,근거 말하기,근거,B2,4급
중급2,의견 심화,근거 말하기,사례,B2,4급
중급2,의견 심화,근거 말하기,예시,B2,4급
중급2,의견 심화,근거 말하기,증명하다,B2,4급
중급2,의견 심화,찬반 토론,동의,B2,4급
중급2,의견 심화,찬반 토론,반박하다,B2,4급
중급2,의견 심화,찬반 토론,토론,B2,4급
중급2,의견 심화,비교·대조,비교하다,B2,4급
중급2,의견 심화,비교·대조,대조하다,B2,4급
중급2,의견 심화,비교·대조,차이,B2,4급
중급2,의견 심화,비교·대조,공통점,B2,4급
중급2,의견 심화,결론 말하기,결국,B2,4급
중급2,의견 심화,결론 말하기,요약하다,B2,4급
중급2,사회 문제,사회 현상,현상,B2,4급
중급2,사회 문제,사회 현상,원인,B2,4급
중급2,사회 문제,사회 현상,영향,B2,4급
중급2,사회 문제,환경,오염,B2,4급
중급2,사회 문제,환경,보호,B2,4급
중급2,사회 문제,환경,자원,B2,4급
중급2,사회 문제,환경,재활용,B2,4급
중급2,사회 문제,인구·가족,인구,B2,4급
중급2,사회 문제,인구·가족,고령화,B2,4급
중급2,사회 문제,인구·가족,출산,B2,4급
중급2,사회 문제,인구·가족,세대,B2,4급
중급2,사회 문제,경제 기초,경제,B2,4급
중급2,사회 문제,경제 기초,소득,B2,4급
중급2,사회 문제,경제 기초,지출,B2,4급
중급2,사회 문제,경제 기초,소비,B2,4급
중급2,사회 문제,사회 변화,변화,B2,4급
중급2,사회 문제,사회 변화,발전,B2,4급
중급2,사회 문제,사회 변화,해결책,B2,4급
중급2,사회 문제,사회 변화,대안,B2,4급
중급2,업무·공식 상황,업무 설명,담당,B2,4급
중급2,업무·공식 상황,업무 설명,진행하다,B2,4급
중급2,업무·공식 상황,업무 설명,보고하다,B2,4급
중급2,업무·공식 상황,회의 표현,안건,B2,4급
중급2,업무·공식 상황,회의 표현,결정,B2,4급
중급2,업무·공식 상황,회의 표현,논의하다,B2,4급
중급2,업무·공식 상황,요청·지시,지시하다,B2,4급
중급2,업무·공식 상황,요청·지시,확인,B2,4급
중급2,업무·공식 상황,요청·지시,처리하다,B2,4급
중급2,업무·공식 상황,공식 이메일,제목,B2,4급
중급2,업무·공식 상황,공식 이메일,내용,B2,4급
중급2,업무·공식 상황,공식 이메일,첨부,B2,4급
중급2,업무·공식 상황,공식 이메일,회신,B2,4급
중급2,업무·공식 상황,문제 상황 대응,지연,B2,4급
중급2,업무·공식 상황,문제 상황 대응,조치,B2,4급
중급2,업무·공식 상황,문제 상황 대응,대응하다,B2,4급
중급2,경험·사건 설명,사건 설명,발생하다,B2,4급
중급2,경험·사건 설명,사건 설명,과정,B2,4급
중급2,경험·사건 설명,원인·결과,초래하다,B2,4급
중급2,경험·사건 설명,원인·결과,관련,B2,4급
중급2,경험·사건 설명,문제 해결 과정,대처하다,B2,4급
중급2,경험·사건 설명,문제 해결 과정,실패,B2,4급
중급2,경험·사건 설명,교훈·배움,교훈,B2,4급
중급2,경험·사건 설명,교훈·배움,깨닫다,B2,4급
중급2,경험·사건 설명,교훈·배움,중요성,B2,4급
중급2,경험·사건 설명,평가하기,평가하다,B2,4급
중급2,경험·사건 설명,평가하기,판단하다,B2,4급
중급2,경험·사건 설명,평가하기,의미,B2,4급
중급2,경험·사건 설명,평가하기,가치,B2,4급
중급2,추상 개념,가치·의미,필요성,B2,4급
중급2,추상 개념,가치·의미,목적,B2,4급
중급2,추상 개념,기준·원칙,기준,B2,4급
중급2,추상 개념,기준·원칙,원칙,B2,4급
중급2,추상 개념,기준·원칙,방식,B2,4급
중급2,추상 개념,기준·원칙,방침,B2,4급
중급2,추상 개념,상태·정도,수준,B2,4급
중급2,추상 개념,상태·정도,범위,B2,4급
중급2,추상 개념,상태·정도,한계,B2,4급
중급2,추상 개념,가능성·위험,가능성,B2,4급
중급2,추상 개념,가능성·위험,위험,B2,4급
중급2,추상 개념,가능성·위험,우려,B2,4급
중급2,추상 개념,가능성·위험,대비,B2,4급
중급2,추상 개념,결정 요소,요인,B2,4급
중급2,추상 개념,결정 요소,요소,B2,4급
중급2,추상 개념,결정 요소,판단,B2,4급
중급2,논리 표현,원인·결과 연결,결과적으로,B2,4급
중급2,논리 표현,조건·가정,전제,B2,4급
중급2,논리 표현,조건·가정,가정,B2,4급
중급2,논리 표현,대조·양보,그럼에도 불구하고,B2,4급
중급2,논리 표현,대조·양보,비교하면,B2,4급
중급2,논리 표현,추측·판단,불확실하다,B2,4급
중급2,논리 표현,강조·완화,다소,B2,4급
중급2,논리 표현,강조·완화,약간,B2,4급
중급2,뉴스·정보 이해,뉴스 어휘,보도,B2,4급
중급2,뉴스·정보 이해,뉴스 어휘,기사,B2,4급
중급2,뉴스·정보 이해,뉴스 어휘,발표,B2,4급
중급2,뉴스·정보 이해,뉴스 어휘,밝히다,B2,4급
중급2,뉴스·정보 이해,통계·자료,통계,B2,4급
중급2,뉴스·정보 이해,통계·자료,자료,B2,4급
중급2,뉴스·정보 이해,통계·자료,조사,B2,4급
중급2,뉴스·정보 이해,통계·자료,비율,B2,4급
중급2,뉴스·정보 이해,변화 설명,증가하다,B2,4급
중급2,뉴스·정보 이해,변화 설명,감소하다,B2,4급
중급2,뉴스·정보 이해,변화 설명,변동,B2,4급
중급2,뉴스·정보 이해,변화 설명,추세,B2,4급
중급2,뉴스·정보 이해,사실·의견 구분,사실,B2,4급
중급2,뉴스·정보 이해,사실·의견 구분,주관적,B2,4급
중급2,뉴스·정보 이해,사실·의견 구분,객관적,B2,4급
중급2,뉴스·정보 이해,정보 요약,핵심,B2,4급
중급2,뉴스·정보 이해,정보 요약,중심,B2,4급
중급2,문법·표현 심화,~는 반면에,대조,B2,4급
중급2,문법·표현 심화,~는 반면에,비교,B2,4급
중급2,문법·표현 심화,~기 때문에,설명,B2,4급
중급2,문법·표현 심화,~에 비해,비해,B2,4급
중급2,문법·표현 심화,~에 비해,상대적,B2,4급
중급2,문법·표현 심화,~는 편이다,편이다,B2,4급
중급2,문법·표현 심화,~는 편이다,경향,B2,4급
중급2,문법·표현 심화,~는 편이다,대체로,B2,4급
중급2,문법·표현 심화,~는 편이다,일반적으로,B2,4급
중급2,문법·표현 심화,~다고 생각하다,주장,B2,4급
고급,추상적 사고,개념·의미,개념,C1,5급
고급,추상적 사고,개념·의미,본질,C1,5급
고급,추상적 사고,개념·의미,정의,C1,5급
고급,추상적 사고,개념·의미,해석,C1,5급
고급,추상적 사고,가치 판단,정당성,C1,5급
고급,추상적 사고,가치 판단,의의,C1,5급
고급,추상적 사고,관점·시각,시각,C1,5급
고급,추상적 사고,관점·시각,견해,C1,5급
고급,추상적 사고,관점·시각,해당,C1,5급
고급,추상적 사고,추상 동사,인식하다,C1,5급
고급,추상적 사고,추상 동사,고려하다,C1,5급
고급,추상적 사고,추상 동사,분석하다,C1,5급
고급,추상적 사고,개념 설명,규정하다,C1,5급
고급,추상적 사고,개념 설명,분류하다,C1,5급
고급,추상적 사고,개념 설명,구분하다,C1,5급
고급,논리 전개,원인·결과,기인하다,C1,5급
고급,논리 전개,전개 구조,서론,C1,5급
고급,논리 전개,전개 구조,본론,C1,5급
고급,논리 전개,전개 구조,구조,C1,5급
고급,논리 전개,전개 구조,전개,C1,5급
고급,논리 전개,대조·양보,한편,C1,5급
고급,논리 전개,가정·조건,가정하다,C1,5급
고급,논리 전개,가정·조건,가설,C1,5급
고급,논리 전개,논증,논증,C1,5급
고급,논리 전개,논증,반박,C1,5급
고급,논리 전개,논증,타당하다,C1,5급
고급,사회·공공 담화,사회 구조,체계,C1,5급
고급,사회·공공 담화,사회 구조,기능,C1,5급
고급,사회·공공 담화,사회 구조,역할,C1,5급
고급,사회·공공 담화,사회 문제,대책,C1,5급
고급,사회·공공 담화,사회 문제,해결 방안,C1,5급
고급,사회·공공 담화,정책·행정,정책,C1,5급
고급,사회·공공 담화,정책·행정,행정,C1,5급
고급,사회·공공 담화,정책·행정,시행,C1,5급
고급,사회·공공 담화,정책·행정,개선,C1,5급
고급,사회·공공 담화,정책·행정,조정,C1,5급
고급,사회·공공 담화,공공 담론,담론,C1,5급
고급,사회·공공 담화,공공 담론,논의,C1,5급
고급,사회·공공 담화,공공 담론,쟁점,C1,5급
고급,사회·공공 담화,공공 담론,합의,C1,5급
고급,사회·공공 담화,공공 담론,갈등,C1,5급
고급,사회·공공 담화,사회 변화,전환,C1,5급
고급,사회·공공 담화,사회 변화,흐름,C1,5급
고급,사회·공공 담화,사회 변화,양상,C1,5급
고급,학술·정보 텍스트,연구·조사,연구,C1,5급
고급,학술·정보 텍스트,연구·조사,분석,C1,5급
고급,학술·정보 텍스트,통계·수치,수치,C1,5급
고급,학술·정보 텍스트,객관적 표현,중립적,C1,5급
고급,학술·정보 텍스트,정보 요약,중점,C1,5급
고급,학술·정보 텍스트,정보 요약,요지,C1,5급
고급,학술·정보 텍스트,출처·인용,출처,C1,5급
고급,학술·정보 텍스트,출처·인용,인용하다,C1,5급
고급,학술·정보 텍스트,출처·인용,참고하다,C1,5급
고급,토론·발표,발표 구조,주제,C1,5급
고급,토론·발표,발표 구조,목차,C1,5급
고급,토론·발표,발표 구조,정리,C1,5급
고급,토론·발표,토론 표현,반론,C1,5급
고급,토론·발표,토론 표현,재반박,C1,5급
고급,토론·발표,질문·응답,질문,C1,5급
고급,토론·발표,질문·응답,응답,C1,5급
고급,토론·발표,질문·응답,명확하다,C1,5급
고급,토론·발표,질문·응답,보충하다,C1,5급
고급,토론·발표,청중 대응,청중,C1,5급
고급,토론·발표,청중 대응,설득하다,C1,5급
고급,토론·발표,청중 대응,강조하다,C1,5급
고급,토론·발표,발언 조절,발언,C1,5급
고급,토론·발표,발언 조절,조절하다,C1,5급
고급,토론·발표,발언 조절,신중하다,C1,5급
고급,토론·발표,발언 조절,적절하다,C1,5급
고급,토론·발표,발언 조절,효과적이다,C1,5급
고급,글쓰기·에세이,글의 구성,구성,C1,5급
고급,글쓰기·에세이,글의 구성,문단,C1,5급
고급,글쓰기·에세이,글의 구성,체계적,C1,5급
고급,글쓰기·에세이,문체·어조,문체,C1,5급
고급,글쓰기·에세이,문체·어조,어조,C1,5급
고급,글쓰기·에세이,문체·어조,격식체,C1,5급
고급,글쓰기·에세이,문체·어조,비격식체,C1,5급
고급,글쓰기·에세이,논설문,논설문,C1,5급
고급,글쓰기·에세이,논설문,설득,C1,5급
고급,글쓰기·에세이,설명문,설명문,C1,5급
고급,글쓰기·에세이,설명문,분류,C1,5급
고급,글쓰기·에세이,요약·비평,요약,C1,5급
고급,글쓰기·에세이,요약·비평,비평,C1,5급
고급,글쓰기·에세이,요약·비평,평가,C1,5급
고급,정확성·뉘앙스,의미 차이,구분,C1,5급
고급,정확성·뉘앙스,의미 차이,미묘하다,C1,5급
고급,정확성·뉘앙스,의미 차이,뉘앙스,C1,5급
고급,정확성·뉘앙스,의미 차이,맥락,C1,5급
고급,정확성·뉘앙스,유의어,유의어,C1,5급
고급,정확성·뉘앙스,유의어,차별,C1,5급
고급,정확성·뉘앙스,유의어,선택,C1,5급
고급,정확성·뉘앙스,완화·강조,완화하다,C1,5급
고급,정확성·뉘앙스,완화·강조,극히,C1,5급
고급,정확성·뉘앙스,정중·격식,격식,C1,5급
고급,정확성·뉘앙스,정중·격식,공식적,C1,5급
고급,정확성·뉘앙스,정중·격식,비공식적,C1,5급
고급,정확성·뉘앙스,정중·격식,정중하다,C1,5급
고급,정확성·뉘앙스,정중·격식,무례하다,C1,5급
고급,정확성·뉘앙스,표현 조정,조정하다,C1,5급
고급,정확성·뉘앙스,표현 조정,수정하다,C1,5급
고급,정확성·뉘앙스,표현 조정,보완하다,C1,5급
고급,정확성·뉘앙스,표현 조정,개선하다,C1,5급
고급,정확성·뉘앙스,표현 조정,대체하다,C1,5급
고급,관용·고급 표현,관용 표현,관용구,C1,5급
고급,관용·고급 표현,관용 표현,비유,C1,5급
고급,관용·고급 표현,관용 표현,표현,C1,5급
고급,관용·고급 표현,속담·격언,속담,C1,5급
고급,관용·고급 표현,속담·격언,격언,C1,5급
고급,관용·고급 표현,속담·격언,전달,C1,5급
고급,관용·고급 표현,추상 관용,일면,C1,5급
고급,관용·고급 표현,추상 관용,본질적으로,C1,5급
고급,관용·고급 표현,추상 관용,형식상,C1,5급
고급,관용·고급 표현,추상 관용,전반적으로,C1,5급
고급,관용·고급 표현,담화 표현,요컨대,C1,5급
고급,관용·고급 표현,담화 표현,다시 말해,C1,5급
고급,관용·고급 표현,고급 연결어,아울러,C1,5급
고급,관용·고급 표현,고급 연결어,비록 ~지만,C1,5급
고급,관용·고급 표현,고급 연결어,뿐만 아니라,C1,5급
고급,관용·고급 표현,고급 연결어,나아가,C1,5급
고급,관용·고급 표현,고급 연결어,더 나아가,C1,5급
